Order_ID,Order_Date,Month,Quarter,Product,SKU,Category,Subcategory,Region,Customer_Segment,Sales,Profit,Quantity,Discount,Unit_Price,Shipping_Cost,Profit_Margin
32326,2010-10-31,2010-10-01,2010 Q4,Telescoping Adjustable Floor Lamp,SKU-779E99,Furniture,Office Furnishings,Quebec,Small Business,929.81,-188.41,50,0.09,19.99,11.17,-0.2026
32613,2011-12-16,2011-12-01,2011 Q4,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,SKU-C9AC42,Office Supplies,Pens & Art Supplies,Quebec,Consumer,1359.74,202.33,31,0.01,43.98,8.99,0.1488
32613,2011-12-16,2011-12-01,2011 Q4,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",SKU-9E7D8B,Office Supplies,Storage & Organization,Quebec,Consumer,5228.2,-691.52,38,0.0,135.31,35.0,-0.1323
32613,2011-12-16,2011-12-01,2011 Q4,R380,SKU-65F899,Technology,Telephones And Communication,Quebec,Consumer,7174.94,2373.24,41,0.02,195.99,3.99,0.3308
32741,2009-02-15,2009-02-01,2009 Q1,Filing/Storage Totes and Swivel Casters,SKU-CB8239,Office Supplies,Storage & Organization,Quebec,Corporate,136.24,-81.77,13,0.07,9.71,9.45,-0.6002
32903,2012-07-26,2012-07-01,2012 Q3,Eldon Jumbo ProFileª Portable File Boxes Graphite/Black,SKU-50DE54,Office Supplies,Storage & Organization,Quebec,Small Business,454.58,-118.75,31,0.07,15.31,8.78,-0.2612
33031,2012-08-24,2012-08-01,2012 Q3,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",SKU-C9823C,Furniture,Office Furnishings,Quebec,Home Office,550.68,-134.63,24,0.08,23.99,15.68,-0.2445
33031,2012-08-24,2012-08-01,2012 Q3,Xerox 1966,SKU-CAB2EA,Office Supplies,Paper,Quebec,Home Office,120.96,-53.69,18,0.02,6.48,6.65,-0.4439
33152,2010-11-21,2010-11-01,2010 Q4,R280,SKU-341E2C,Technology,Telephones And Communication,Quebec,Corporate,2569.63,398.01,19,0.0,155.99,8.99,0.1549
33217,2009-03-12,2009-03-01,2009 Q1,Keytronic French Keyboard,SKU-375F51,Technology,Computer Peripherals,Quebec,Small Business,1388.91,-229.87,20,0.1,73.98,4.0,-0.1655
33217,2009-03-12,2009-03-01,2009 Q1,Canon MP25DIII Desktop Whisper-Quiet Printing Calculator,SKU-453551,Technology,Office Machines,Quebec,Small Business,1806.65,599.04,34,0.05,51.98,10.17,0.3316
33606,2012-03-01,2012-03-01,2012 Q1,"Eldon¨ 400 Classª Desk Accessories, Black Carbon",SKU-323931,Furniture,Office Furnishings,Quebec,Small Business,410.03,-138.39,46,0.05,8.75,8.54,-0.3375
33666,2012-07-16,2012-07-01,2012 Q3,Hon 2111 Invitationª Series Corner Table,SKU-616F11,Furniture,Tables,Quebec,Home Office,3801.27,-861.3,17,0.02,209.37,69.0,-0.2266
33764,2011-02-10,2011-02-01,2011 Q1,SANFORD Major Accentª Highlighters,SKU-D93A67,Office Supplies,Pens & Art Supplies,Quebec,Small Business,226.15,35.98,31,0.01,7.08,2.35,0.1591
33921,2010-03-30,2010-03-01,2010 Q1,"Global Deluxe Stacking Chair, Gray",SKU-98E146,Furniture,Chairs & Chairmats,Quebec,Small Business,1794.03,196.21,35,0.05,50.98,14.19,0.1094
33956,2012-01-19,2012-01-01,2012 Q1,"Master Giant Foot¨ Doorstop, Safety Yellow",SKU-B53B25,Furniture,Office Furnishings,Quebec,Small Business,109.58,31.32,13,0.0,7.59,4.0,0.2858
34022,2012-11-03,2012-11-01,2012 Q4,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,SKU-B3298A,Furniture,Office Furnishings,Quebec,Small Business,43.9,12.74,6,0.06,6.64,4.95,0.2902
34022,2012-11-03,2012-11-01,2012 Q4,Ultra Door Push Plate,SKU-FBC268,Furniture,Office Furnishings,Quebec,Small Business,236.28,-34.06,50,0.05,4.91,3.05,-0.1442
34148,2012-08-21,2012-08-01,2012 Q3,Avery 491,SKU-5FE24F,Office Supplies,Labels,Quebec,Small Business,136.79,42.71,33,0.06,4.13,0.99,0.3122
34182,2012-10-17,2012-10-01,2012 Q4,Ultra Door Pull Handle,SKU-8EB92B,Furniture,Office Furnishings,Quebec,Home Office,336.34,-89.9,31,0.05,10.52,7.94,-0.2673
34337,2010-05-14,2010-05-01,2010 Q2,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",SKU-97E84A,Furniture,Office Furnishings,Quebec,Corporate,3610.85,2235.37,36,0.04,99.23,8.99,0.6191
34657,2010-05-05,2010-05-01,2010 Q2,Staples Colored Interoffice Envelopes,SKU-675002,Office Supplies,Envelopes,Quebec,Corporate,1396.75,-75.7,46,0.04,30.98,19.51,-0.0542
34727,2011-03-13,2011-03-01,2011 Q1,"Fellowes Twister Kit, Gray/Clear, 3/pkg",SKU-9C2FD3,Office Supplies,Binders And Binder Accessories,Quebec,Corporate,159.71,-114.41,20,0.1,8.04,8.94,-0.7164
34881,2011-02-07,2011-02-01,2011 Q1,Cardinal Holdit Business Card Pockets,SKU-FDF777,Office Supplies,Binders And Binder Accessories,Quebec,Corporate,187.37,-85.01,37,0.01,4.98,4.95,-0.4537
34882,2009-07-24,2009-07-01,2009 Q3,Staples¨ General Use 3-Ring Binders,SKU-B5A2A5,Office Supplies,Binders And Binder Accessories,Quebec,Home Office,84.61,-15.1,43,0.03,1.88,1.49,-0.1785
34916,2010-08-09,2010-08-01,2010 Q3,Magna Visual Magnetic Picture Hangers,SKU-81A395,Furniture,Office Furnishings,Quebec,Consumer,24.36,10.04,3,0.08,4.82,5.72,0.4122
35041,2009-04-15,2009-04-01,2009 Q2,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",SKU-6154F9,Office Supplies,Binders And Binder Accessories,Quebec,Home Office,443.73,-200.86,28,0.01,15.16,15.09,-0.4527
35302,2010-06-07,2010-06-01,2010 Q2,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",SKU-BC4351,Office Supplies,Paper,Quebec,Small Business,188.44,17.57,6,0.09,30.98,5.76,0.0932
35302,2010-06-07,2010-06-01,2010 Q2,StarTAC 3000,SKU-9BB5E0,Technology,Telephones And Communication,Quebec,Small Business,1265.5,-228.18,13,0.1,125.99,7.69,-0.1803
35841,2011-05-08,2011-05-01,2011 Q2,#6 3/4 Gummed Flap White Envelopes,SKU-CF6292,Office Supplies,Envelopes,Quebec,Small Business,230.41,94.39,23,0.06,9.9,1.39,0.4097
35841,2011-05-08,2011-05-01,2011 Q2,M3682,SKU-2F601E,Technology,Telephones And Communication,Quebec,Small Business,5163.01,1448.33,48,0.07,125.99,8.08,0.2805
36034,2012-10-16,2012-10-01,2012 Q4,Newell 326,SKU-EBC591,Office Supplies,Pens & Art Supplies,Quebec,Consumer,19.36,-1.02,10,0.0,1.76,0.7,-0.0527
36065,2010-02-17,2010-02-01,2010 Q1,Brown Kraft Recycled Envelopes,SKU-D379A3,Office Supplies,Envelopes,Quebec,Small Business,538.3,-63.98,31,0.03,16.98,12.39,-0.1189
36355,2009-12-02,2009-12-01,2009 Q4,3M Organizer Strips,SKU-E05599,Office Supplies,Binders And Binder Accessories,Quebec,Home Office,61.43,-42.98,9,0.09,5.4,7.78,-0.6997
36355,2009-12-02,2009-12-01,2009 Q4,"Seth Thomas 8 1/2"" Cubicle Clock",SKU-B62C31,Furniture,Office Furnishings,Quebec,Home Office,129.5,65.49,6,0.02,20.28,6.68,0.5057
36355,2009-12-02,2009-12-01,2009 Q4,Newell 309,SKU-CD77C1,Office Supplies,Pens & Art Supplies,Quebec,Home Office,125.95,15.73,10,0.0,11.55,2.36,0.1249
36355,2009-12-02,2009-12-01,2009 Q4,Kleencut¨ Forged Office Shears by Acme United Corporation,SKU-CE7098,Office Supplies,"Scissors, Rulers And Trimmers",Quebec,Home Office,90.93,-72.5,43,0.05,2.08,2.56,-0.7973
36358,2009-05-13,2009-05-01,2009 Q2,"Fellowes Internet Keyboard, Platinum",SKU-FBACB5,Technology,Computer Peripherals,Quebec,Corporate,865.35,-159.25,28,0.06,30.42,8.65,-0.184
36358,2009-05-13,2009-05-01,2009 Q2,"Snap-A-Way¨ Black Print Carbonless Ruled Speed Letter, Triplicate",SKU-DB738F,Office Supplies,Paper,Quebec,Corporate,823.07,318.25,22,0.02,37.94,5.08,0.3867
36739,2009-10-08,2009-10-01,2009 Q4,Ibico Presentation Index for Binding Systems,SKU-A506C0,Office Supplies,Binders And Binder Accessories,Quebec,Consumer,68.04,-55.52,16,0.07,3.98,5.26,-0.816
36739,2009-10-08,2009-10-01,2009 Q4,Aluminum Document Frame,SKU-4F4806,Furniture,Office Furnishings,Quebec,Consumer,331.17,97.19,27,0.07,12.22,2.85,0.2935
36743,2012-09-08,2012-09-01,2012 Q3,"Master Giant Foot¨ Doorstop, Safety Yellow",SKU-B53B25,Furniture,Office Furnishings,Quebec,Home Office,26.13,-10.61,3,0.1,7.59,4.0,-0.406
36864,2012-07-29,2012-07-01,2012 Q3,Zebra Zazzle Fluorescent Highlighters,SKU-B990C6,Office Supplies,Pens & Art Supplies,Quebec,Home Office,55.49,7.23,9,0.05,6.08,0.91,0.1303
37188,2012-03-04,2012-03-01,2012 Q1,Xerox 198,SKU-D2CBB5,Office Supplies,Paper,Quebec,Home Office,132.02,-123.28,24,0.04,4.98,8.33,-0.9338
37414,2011-09-09,2011-09-01,2011 Q3,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",SKU-32E550,Furniture,Tables,Quebec,Home Office,20596.58,-1331.55,39,0.09,550.98,64.59,-0.0646
37638,2009-01-21,2009-01-01,2009 Q1,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",SKU-C8281F,Office Supplies,Labels,Quebec,Small Business,139.98,-140.54,33,0.07,4.13,6.89,-1.004
37734,2009-12-26,2009-12-01,2009 Q4,Gyration Ultra Cordless Optical Suite,SKU-44F572,Technology,Computer Peripherals,Quebec,Small Business,1393.39,84.15,15,0.08,100.97,7.18,0.0604
37734,2009-12-26,2009-12-01,2009 Q4,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,SKU-C06448,Furniture,Office Furnishings,Quebec,Small Business,601.52,171.98,42,0.0,13.4,4.95,0.2859
37763,2012-02-08,2012-02-01,2012 Q1,Storex Dura Proª Binders,SKU-01C373,Office Supplies,Binders And Binder Accessories,Quebec,Consumer,169.61,-211.06,29,0.1,5.94,9.92,-1.2444
37763,2012-02-08,2012-02-01,2012 Q1,6190,SKU-168371,Technology,Telephones And Communication,Quebec,Consumer,1247.93,186.42,24,0.1,65.99,2.5,0.1494
37859,2009-03-30,2009-03-01,2009 Q1,Xerox 188,SKU-7E2782,Office Supplies,Paper,Quebec,Small Business,29.03,-11.83,2,0.01,11.34,5.01,-0.4075
38048,2010-01-24,2010-01-01,2010 Q1,2190,SKU-0A8725,Technology,Telephones And Communication,Quebec,Corporate,2252.26,478.11,42,0.1,65.99,5.63,0.2123
38048,2010-01-24,2010-01-01,2010 Q1,DAX Cubicle Frames - 8x10,SKU-C14FE4,Furniture,Office Furnishings,Quebec,Corporate,279.01,-136.84,47,0.05,5.77,5.92,-0.4904
38305,2011-04-30,2011-04-01,2011 Q2,300 Series Non-Flip,SKU-78E91F,Technology,Telephones And Communication,Quebec,Consumer,2561.67,88.77,21,0.08,155.99,8.08,0.0347
38371,2009-11-08,2009-11-01,2009 Q4,"Micro Innovations Micro Digital Wireless Keyboard and Mouse, Gray",SKU-6A1B71,Technology,Computer Peripherals,Quebec,Small Business,2004.4,544.3,24,0.05,83.1,6.13,0.2716
38789,2010-11-14,2010-11-01,2010 Q4,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",SKU-D67F80,Furniture,Office Furnishings,Quebec,Small Business,96.52,16.78,9,0.1,10.64,5.16,0.1738
38789,2010-11-14,2010-11-01,2010 Q4,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",SKU-C9823C,Furniture,Office Furnishings,Quebec,Small Business,115.17,40.93,4,0.04,23.99,15.68,0.3554
39076,2009-12-11,2009-12-01,2009 Q4,Xerox 1928,SKU-F8D10A,Office Supplies,Paper,Quebec,Corporate,222.65,-131.16,41,0.02,5.28,6.26,-0.5891
39173,2009-01-16,2009-01-01,2009 Q1,Stockwell Push Pins,SKU-1C8B68,Office Supplies,Rubber Bands,Quebec,Small Business,76.48,3.23,36,0.09,2.18,0.78,0.0422
39173,2009-01-16,2009-01-01,2009 Q1,"Bevis Round Conference Table Top, X-Base",SKU-7CA0B3,Furniture,Tables,Quebec,Small Business,373.27,-433.29,2,0.05,179.29,29.21,-1.1608
39335,2009-05-25,2009-05-01,2009 Q2,"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",SKU-65D989,Technology,Computer Peripherals,Quebec,Corporate,113.23,-45.64,24,0.06,4.77,2.39,-0.4031
39335,2009-05-25,2009-05-01,2009 Q2,"Tyvek ¨ Top-Opening Peel & Seel Envelopes, Plain White",SKU-A76C08,Office Supplies,Envelopes,Quebec,Corporate,889.84,204.49,34,0.1,27.18,8.23,0.2298
39744,2009-07-06,2009-07-01,2009 Q3,Riverleaf Stik-Withit¨ Designer Note Cubes¨,SKU-98CA0A,Office Supplies,Paper,Quebec,Consumer,63.61,7.59,6,0.01,10.06,2.06,0.1193
39744,2009-07-06,2009-07-01,2009 Q3,252,SKU-03C6B0,Technology,Telephones And Communication,Quebec,Consumer,519.95,-107.99,9,0.0,65.99,5.92,-0.2077
39744,2009-07-06,2009-07-01,2009 Q3,CF 688,SKU-4CD1EB,Technology,Telephones And Communication,Quebec,Consumer,5636.31,1595.67,41,0.04,155.99,8.99,0.2831
39878,2011-03-05,2011-03-01,2011 Q1,"Iceberg OfficeWorks 42"" Round Tables",SKU-ABAFEE,Furniture,Tables,Quebec,Corporate,7663.74,-375.33,50,0.0,150.98,39.25,-0.049
39972,2012-09-25,2012-09-01,2012 Q3,Avery 48,SKU-D3618C,Office Supplies,Labels,Quebec,Corporate,224.58,108.49,35,0.03,6.3,0.5,0.4831
39972,2012-09-25,2012-09-01,2012 Q3,Avery 501,SKU-79E4CE,Office Supplies,Labels,Quebec,Corporate,138.59,62.73,36,0.01,3.69,0.5,0.4526
39972,2012-09-25,2012-09-01,2012 Q3,Wilson Jones Standard D-Ring Binders,SKU-247831,Office Supplies,Binders And Binder Accessories,Quebec,Corporate,97.06,-7.36,19,0.05,5.06,2.99,-0.0758
40643,2011-04-05,2011-04-01,2011 Q2,"Peel & Seel¨ Recycled Catalog Envelopes, Brown",SKU-24C0C3,Office Supplies,Envelopes,Quebec,Home Office,258.74,10.8,23,0.05,11.58,5.72,0.0417
40870,2011-12-11,2011-12-01,2011 Q4,Gyration Ultra Professional Cordless Optical Suite,SKU-613896,Technology,Computer Peripherals,Quebec,Corporate,12858.88,4833.27,43,0.08,300.97,7.18,0.3759
40870,2011-12-11,2011-12-01,2011 Q4,"Eldon¨ 300 Classª Desk Accessories, Black",SKU-31C4BF,Furniture,Office Furnishings,Quebec,Corporate,146.69,-64.05,28,0.0,4.95,5.32,-0.4366
40934,2011-11-13,2011-11-01,2011 Q4,Newell 326,SKU-EBC591,Office Supplies,Pens & Art Supplies,Quebec,Home Office,49.49,-1.23,28,0.01,1.76,0.7,-0.0249
40934,2011-11-13,2011-11-01,2011 Q4,600 Series Non-Flip,SKU-552640,Technology,Telephones And Communication,Quebec,Home Office,404.15,-107.5,11,0.07,45.99,4.99,-0.266
41254,2011-01-10,2011-01-01,2011 Q1,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",SKU-1274A1,Furniture,Office Furnishings,Quebec,Corporate,1782.68,280.64,17,0.08,107.53,5.81,0.1574
41472,2010-01-23,2010-01-01,2010 Q1,"Acco PRESSTEX¨ Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",SKU-EE9568,Office Supplies,Binders And Binder Accessories,Quebec,Home Office,280.87,-214.15,48,0.01,5.38,7.57,-0.7625
41830,2012-02-17,2012-02-01,2012 Q1,Canon S750 Color Inkjet Printer,SKU-CD8D87,Technology,Office Machines,Quebec,Home Office,5361.08,1841.92,42,0.0,120.97,26.3,0.3436
42144,2009-11-12,2009-11-01,2009 Q4,Space Solutions Commercial Steel Shelving,SKU-EC9476,Office Supplies,Storage & Organization,Quebec,Consumer,670.03,-326.47,10,0.01,64.65,35.0,-0.4872
42439,2010-06-19,2010-06-01,2010 Q2,"Quartet Omega¨ Colored Chalk, 12/Pack",SKU-91FD20,Office Supplies,Pens & Art Supplies,Quebec,Consumer,164.5,62.68,28,0.01,5.84,1.0,0.381
42758,2012-11-10,2012-11-01,2012 Q4,Adesso Programmable 142-Key Keyboard,SKU-37E552,Technology,Computer Peripherals,Quebec,Home Office,1769.74,-333.69,12,0.07,152.48,4.0,-0.1886
42758,2012-11-10,2012-11-01,2012 Q4,White GlueTop Scratch Pads,SKU-8B849E,Office Supplies,Paper,Quebec,Home Office,638.07,278.89,42,0.05,15.04,1.97,0.4371
42918,2011-05-22,2011-05-01,2011 Q2,Ibico Covers for Plastic or Wire Binding Elements,SKU-92F933,Office Supplies,Binders And Binder Accessories,Quebec,Corporate,468.95,-2.38,38,0.02,11.5,7.19,-0.0051
42950,2010-08-22,2010-08-01,2010 Q3,Accessory13,SKU-110DFB,Technology,Telephones And Communication,Quebec,Small Business,1142.48,303.4,38,0.09,35.99,1.25,0.2656
42951,2012-09-16,2012-09-01,2012 Q3,StarTAC 6500,SKU-057AB4,Technology,Telephones And Communication,Quebec,Home Office,2104.99,165.45,20,0.09,125.99,8.8,0.0786
43172,2009-07-03,2009-07-01,2009 Q3,Binder Clips by OIC,SKU-DA214F,Office Supplies,Rubber Bands,Quebec,Corporate,28.34,1.68,19,0.09,1.48,0.7,0.0593
43270,2012-09-01,2012-09-01,2012 Q3,Avery 503,SKU-915251,Office Supplies,Labels,Quebec,Consumer,343.92,154.54,35,0.06,10.35,0.99,0.4493
43271,2010-03-03,2010-03-01,2010 Q1,12 Colored Short Pencils,SKU-3CF542,Office Supplies,Pens & Art Supplies,Quebec,Small Business,7.75,-5.27,2,0.03,2.6,2.4,-0.68
43745,2010-11-01,2010-11-01,2010 Q4,Belkin 5 Outlet SurgeMasterª Power Centers,SKU-77857E,Office Supplies,Appliances,Quebec,Corporate,2433.53,946.7,43,0.02,54.48,0.99,0.389
43745,2010-11-01,2010-11-01,2010 Q4,Microsoft Natural Multimedia Keyboard,SKU-5E7676,Technology,Computer Peripherals,Quebec,Corporate,1368.03,27.51,26,0.04,50.98,6.5,0.0201
43745,2010-11-01,2010-11-01,2010 Q4,Xerox 1968,SKU-21719C,Office Supplies,Paper,Quebec,Corporate,260.64,-106.21,41,0.08,6.68,6.15,-0.4075
43745,2010-11-01,2010-11-01,2010 Q4,T61,SKU-98FCD4,Technology,Telephones And Communication,Quebec,Corporate,1250.43,303.3,32,0.02,45.99,2.5,0.2426
43779,2009-08-21,2009-08-01,2009 Q3,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,SKU-3CF0CF,Furniture,Office Furnishings,Quebec,Corporate,3878.49,1397.86,20,0.09,209.84,21.21,0.3604
43877,2010-03-15,2010-03-01,2010 Q1,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",SKU-2A96A4,Office Supplies,Storage & Organization,Quebec,Corporate,580.04,-31.86,36,0.09,16.91,6.25,-0.0549
43907,2012-07-18,2012-07-01,2012 Q3,Hon iLevelª Computer Training Table,SKU-3E286D,Furniture,Tables,Quebec,Corporate,1392.77,-1981.55,42,0.0,31.76,45.51,-1.4227
43940,2010-02-21,2010-02-01,2010 Q1,2160i,SKU-D62EA8,Technology,Telephones And Communication,Quebec,Consumer,1940.21,-215.34,12,0.09,200.99,4.2,-0.111
43940,2010-02-21,2010-02-01,2010 Q1,Sanford 52201 APSCO Electric Pencil Sharpener,SKU-7DA657,Office Supplies,Pens & Art Supplies,Quebec,Consumer,1717.21,176.13,44,0.08,40.97,8.99,0.1026
44036,2012-01-11,2012-01-01,2012 Q1,Newell 312,SKU-683C48,Office Supplies,Pens & Art Supplies,Quebec,Consumer,250.13,61.97,40,0.01,5.84,1.2,0.2478
44225,2009-04-03,2009-04-01,2009 Q2,Deflect-o Glass Clear Studded Chair Mats,SKU-22E941,Furniture,Office Furnishings,Quebec,Small Business,1958.32,632.29,29,0.0,62.18,10.84,0.3229
44352,2009-09-15,2009-09-01,2009 Q3,Acco¨ Hot Clipsª Clips to Go,SKU-737B70,Office Supplies,Rubber Bands,Quebec,Small Business,81.76,8.53,25,0.06,3.29,1.35,0.1043
44487,2009-09-11,2009-09-01,2009 Q3,"Eldon¨ 200 Classª Desk Accessories, Burgundy",SKU-344061,Furniture,Office Furnishings,Quebec,Corporate,28.15,-10.09,4,0.09,6.28,5.29,-0.3584
44487,2009-09-11,2009-09-01,2009 Q3,Eldon¨ Gobal File Keepers,SKU-67940F,Office Supplies,Storage & Organization,Quebec,Corporate,558.77,-92.87,37,0.03,15.14,4.53,-0.1662
44775,2009-09-29,2009-09-01,2009 Q3,SANFORD Major Accentª Highlighters,SKU-D93A67,Office Supplies,Pens & Art Supplies,Quebec,Small Business,209.3,30.49,29,0.07,7.08,2.35,0.1457
46337,2012-04-27,2012-04-01,2012 Q2,Newell 326,SKU-EBC591,Office Supplies,Pens & Art Supplies,Quebec,Corporate,61.45,0.62,34,0.06,1.76,0.7,0.0101
46562,2011-02-12,2011-02-01,2011 Q1,Bevis Rectangular Conference Tables,SKU-6AF44E,Furniture,Tables,Quebec,Home Office,5407.9,-352.79,35,0.01,145.98,46.2,-0.0652
46597,2009-12-31,2009-12-01,2009 Q4,T28 WORLD,SKU-9A5806,Technology,Telephones And Communication,Quebec,Consumer,8216.59,2463.46,47,0.01,195.99,8.99,0.2998
46597,2009-12-31,2009-12-01,2009 Q4,GBC Binding covers,SKU-3722EA,Office Supplies,Binders And Binder Accessories,Quebec,Consumer,130.36,2.43,10,0.06,12.95,4.98,0.0186
46597,2009-12-31,2009-12-01,2009 Q4,"Global High-Back Leather Tilter, Burgundy",SKU-15175C,Furniture,Chairs & Chairmats,Quebec,Consumer,200.57,-83.63,1,0.0,122.99,70.2,-0.417
46725,2010-09-20,2010-09-01,2010 Q3,Newell 312,SKU-683C48,Office Supplies,Pens & Art Supplies,Quebec,Consumer,80.0,10.96,13,0.03,5.84,1.2,0.137
46725,2010-09-20,2010-09-01,2010 Q3,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",SKU-2A96A4,Office Supplies,Storage & Organization,Quebec,Consumer,137.42,-24.86,8,0.04,16.91,6.25,-0.1809
46787,2012-03-29,2012-03-01,2012 Q1,Xerox 1996,SKU-500556,Office Supplies,Paper,Quebec,Corporate,174.1,-162.75,28,0.1,6.48,9.17,-0.9348
46787,2012-03-29,2012-03-01,2012 Q1,Boston KS Multi-Size Manual Pencil Sharpener,SKU-415FD3,Office Supplies,Pens & Art Supplies,Quebec,Corporate,693.17,-59.83,32,0.07,22.99,8.99,-0.0863
46916,2011-10-03,2011-10-01,2011 Q4,Newell 339,SKU-B250FA,Office Supplies,Pens & Art Supplies,Quebec,Home Office,115.51,5.54,40,0.0,2.78,0.97,0.048
47265,2011-12-10,2011-12-01,2011 Q4,Xerox 1983,SKU-3A7A8A,Office Supplies,Paper,Quebec,Home Office,187.13,-60.83,31,0.02,5.98,5.46,-0.3251
48487,2010-01-11,2010-01-01,2010 Q1,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",SKU-E1DCD9,Office Supplies,Binders And Binder Accessories,Quebec,Home Office,360.7,146.17,27,0.0,12.97,1.49,0.4052
48774,2012-08-09,2012-08-01,2012 Q3,Hon Deluxe Fabric Upholstered Stacking Chairs,SKU-3507D1,Furniture,Chairs & Chairmats,Quebec,Small Business,7323.78,573.55,31,0.04,243.98,62.94,0.0783
49381,2012-12-13,2012-12-01,2012 Q4,Sensible Storage WireTech Storage Systems,SKU-8A49E4,Office Supplies,Storage & Organization,Quebec,Consumer,1537.5,-531.92,21,0.04,70.98,35.0,-0.346
49666,2009-08-06,2009-08-01,2009 Q3,Acme¨ Preferred Stainless Steel Scissors,SKU-C8C485,Office Supplies,"Scissors, Rulers And Trimmers",Quebec,Home Office,259.25,-64.03,46,0.1,5.68,3.6,-0.247
49762,2011-06-15,2011-06-01,2011 Q2,Prang Colored Pencils,SKU-251524,Office Supplies,Pens & Art Supplies,Quebec,Corporate,99.13,23.74,35,0.09,2.94,0.81,0.2395
49831,2010-08-23,2010-08-01,2010 Q3,Eldon¨ Gobal File Keepers,SKU-67940F,Office Supplies,Storage & Organization,Quebec,Small Business,274.32,-58.24,18,0.01,15.14,4.53,-0.2123
49892,2011-02-10,2011-02-01,2011 Q1,Hoover Portapowerª Portable Vacuum,SKU-20723B,Office Supplies,Appliances,Quebec,Corporate,171.14,-1172.75,26,0.02,4.48,49.0,-6.8526
49988,2010-12-20,2010-12-01,2010 Q4,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,SKU-7D9A29,Office Supplies,Storage & Organization,Quebec,Home Office,7731.09,-222.17,43,0.0,167.27,35.0,-0.0287
49988,2010-12-20,2010-12-01,2010 Q4,Bretford CR8500 Series Meeting Room Furniture,SKU-9D3CCC,Furniture,Tables,Quebec,Home Office,10162.58,-969.05,33,0.08,400.98,42.52,-0.0954
49988,2010-12-20,2010-12-01,2010 Q4,ELITE Series,SKU-50209E,Technology,Telephones And Communication,Quebec,Home Office,5834.65,1619.66,33,0.01,205.99,2.79,0.2776
50308,2012-10-18,2012-10-01,2012 Q4,Avery 508,SKU-6EBF09,Office Supplies,Labels,Quebec,Home Office,86.48,33.58,19,0.1,4.91,0.5,0.3883
50692,2010-09-17,2010-09-01,2010 Q3,GBC Imprintable Covers,SKU-017245,Office Supplies,Binders And Binder Accessories,Quebec,Corporate,327.95,43.68,28,0.0,10.98,5.14,0.1332
50692,2010-09-17,2010-09-01,2010 Q3,Bevis 36 x 72 Conference Tables,SKU-7ABD65,Furniture,Tables,Quebec,Corporate,5606.91,-300.85,47,0.06,124.49,51.94,-0.0537
50725,2010-11-23,2010-11-01,2010 Q4,Office Star Flex Back Scooter Chair with White Frame,SKU-742101,Furniture,Chairs & Chairmats,Quebec,Consumer,129.88,-89.9,1,0.1,110.98,30.0,-0.6922
50982,2012-04-16,2012-04-01,2012 Q2,Avery 510,SKU-2370B9,Office Supplies,Labels,Quebec,Consumer,86.53,35.62,23,0.05,3.75,0.5,0.4116
51008,2011-08-20,2011-08-01,2011 Q3,Martin-Yale Premier Letter Opener,SKU-163FC8,Office Supplies,"Scissors, Rulers And Trimmers",Quebec,Consumer,269.66,-59.13,20,0.02,12.88,4.59,-0.2193
51463,2011-12-17,2011-12-01,2011 Q4,Xerox 1922,SKU-AEE428,Office Supplies,Paper,Quebec,Corporate,28.34,-18.55,4,0.01,4.98,7.44,-0.6546
51463,2011-12-17,2011-12-01,2011 Q4,StarTAC Series,SKU-BCB3A2,Technology,Telephones And Communication,Quebec,Corporate,405.34,-147.88,7,0.01,65.99,3.9,-0.3648
51943,2009-04-24,2009-04-01,2009 Q2,Southworth 25% Cotton Linen-Finish Paper & Envelopes,SKU-4BBEDC,Office Supplies,Paper,Quebec,Home Office,113.19,-53.25,11,0.04,9.06,9.86,-0.4704
51943,2009-04-24,2009-04-01,2009 Q2,"GBC Laser Imprintable Binding System Covers, Desert Sand",SKU-6274DE,Office Supplies,Binders And Binder Accessories,Quebec,Home Office,196.04,2.13,13,0.04,14.27,7.27,0.0109
