SKU,Product,Category,Region,Warehouse,Supplier,Inventory_Level,Reorder_Point,Safety_Stock,Supplier_Lead_Time_Days,Average_Monthly_Demand,Demand_Std_Dev,Max_Stock_Level,Inventory_Value,Velocity_Class,Inventory_Status,Stockout_Risk_Flag,Overstock_Flag
SKU-9C22C0,5165,Technology,West,WH-West,NorthBridge Supply,20,5,4,16,0.65,2.78,23,3049.42,Slow-moving,Maintain,No,No
SKU-9C22C0,5165,Technology,Yukon,WH-North,Meridian Retail Co.,25,5,4,14,0.98,3.43,23,3573.37,Slow-moving,Excess Inventory,No,Yes
SKU-9C2FD3,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Atlantic,WH-East,Atlas Wholesale,2,5,4,17,0.79,3.08,23,16.23,Slow-moving,Restock Recommended,Yes,No
SKU-9C2FD3,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Ontario,WH-Central,Meridian Retail Co.,6,4,3,8,0.92,3.32,22,54.16,Slow-moving,Maintain,No,No
SKU-9C2FD3,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Prarie,WH-Central,Meridian Retail Co.,4,4,3,8,0.6,2.69,22,33.85,Slow-moving,Restock Recommended,Yes,No
SKU-9C2FD3,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Quebec,WH-East,Meridian Retail Co.,16,5,4,17,0.5,2.45,23,134.43,Slow-moving,Maintain,No,No
SKU-9C2FD3,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,West,WH-West,PrimeSource Direct,19,10,8,18,2.5,5.48,28,158.53,Slow-moving,Maintain,No,No
SKU-9C9DF4,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Atlantic,WH-East,Atlas Wholesale,15,6,5,16,1.15,3.71,24,73.61,Slow-moving,Maintain,No,No
SKU-9C9DF4,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Ontario,WH-Central,Atlas Wholesale,26,6,5,12,1.33,4.0,24,130.17,Slow-moving,Excess Inventory,No,Yes
SKU-9C9DF4,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Prarie,WH-Central,Meridian Retail Co.,22,5,4,14,0.96,3.39,23,115.65,Slow-moving,Maintain,No,No
SKU-9C9DF4,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,West,WH-West,PrimeSource Direct,0,5,4,10,0.88,3.24,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9CA718,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Ontario,WH-Central,Atlas Wholesale,0,5,4,19,0.46,2.35,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9CA718,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Quebec,WH-East,Meridian Retail Co.,21,6,5,18,1.25,3.87,24,7346.99,Slow-moving,Maintain,No,No
SKU-9CA718,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Yukon,WH-North,NorthBridge Supply,1,4,3,5,0.48,2.4,22,357.62,Slow-moving,Restock Recommended,Yes,No
SKU-9CC409,Xerox 1985,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,15,6,5,18,0.98,3.43,24,101.14,Slow-moving,Maintain,No,No
SKU-9D3CCC,Bretford CR8500 Series Meeting Room Furniture,Furniture,Atlantic,WH-East,NorthBridge Supply,23,4,3,10,0.69,2.87,22,9562.29,Slow-moving,Excess Inventory,No,Yes
SKU-9D3CCC,Bretford CR8500 Series Meeting Room Furniture,Furniture,Ontario,WH-Central,Atlas Wholesale,39,12,9,16,4.12,7.04,30,14303.15,Medium-moving,Excess Inventory,No,Yes
SKU-9D3CCC,Bretford CR8500 Series Meeting Room Furniture,Furniture,Prarie,WH-Central,Atlas Wholesale,3,4,3,21,0.15,1.32,22,1195.3,Slow-moving,Restock Recommended,Yes,No
SKU-9D3CCC,Bretford CR8500 Series Meeting Room Furniture,Furniture,Quebec,WH-East,Meridian Retail Co.,11,7,6,16,1.65,4.44,25,3980.02,Slow-moving,Maintain,No,No
SKU-9D3CCC,Bretford CR8500 Series Meeting Room Furniture,Furniture,West,WH-West,PrimeSource Direct,6,5,4,20,0.42,2.24,23,1796.71,Slow-moving,Maintain,No,No
SKU-9D3CCC,Bretford CR8500 Series Meeting Room Furniture,Furniture,Yukon,WH-North,Meridian Retail Co.,0,5,4,9,1.46,4.18,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9D3DB6,Wilson Jones Impact Binders,Office Supplies,Atlantic,WH-East,Atlas Wholesale,33,6,5,19,1.06,3.57,24,179.01,Slow-moving,Excess Inventory,No,Yes
SKU-9D3DB6,Wilson Jones Impact Binders,Office Supplies,Ontario,WH-Central,NorthBridge Supply,28,8,6,12,2.6,5.59,26,141.87,Slow-moving,Excess Inventory,No,Yes
SKU-9D3DB6,Wilson Jones Impact Binders,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,4,5,4,15,0.81,3.12,23,23.78,Slow-moving,Restock Recommended,Yes,No
SKU-9D3DB6,Wilson Jones Impact Binders,Office Supplies,West,WH-West,NorthBridge Supply,0,4,3,19,0.23,1.66,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9D3DB6,Wilson Jones Impact Binders,Office Supplies,Yukon,WH-North,Atlas Wholesale,19,4,3,6,0.71,2.92,22,100.58,Slow-moving,Maintain,No,No
SKU-9D641C,Staples Standard Envelopes,Office Supplies,Atlantic,WH-East,PrimeSource Direct,22,7,6,17,1.42,4.12,25,124.64,Slow-moving,Maintain,No,No
SKU-9D641C,Staples Standard Envelopes,Office Supplies,Ontario,WH-Central,NorthBridge Supply,32,5,4,8,1.33,4.0,23,174.52,Slow-moving,Excess Inventory,No,Yes
SKU-9D641C,Staples Standard Envelopes,Office Supplies,Prarie,WH-Central,PrimeSource Direct,0,6,5,19,0.88,3.24,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9D641C,Staples Standard Envelopes,Office Supplies,West,WH-West,PrimeSource Direct,0,6,5,17,1.19,3.77,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9D641C,Staples Standard Envelopes,Office Supplies,Yukon,WH-North,Atlas Wholesale,25,4,3,17,0.42,2.24,22,135.11,Slow-moving,Excess Inventory,No,Yes
SKU-9DCE69,Hon Olson Stacker Stools,Furniture,Northwest Territories,WH-West,Meridian Retail Co.,0,5,4,18,0.67,2.83,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9DCE69,Hon Olson Stacker Stools,Furniture,Ontario,WH-Central,NorthBridge Supply,32,6,5,13,1.29,3.94,24,4487.58,Slow-moving,Excess Inventory,No,Yes
SKU-9DCE69,Hon Olson Stacker Stools,Furniture,Prarie,WH-Central,Meridian Retail Co.,14,4,3,10,0.5,2.45,22,1867.34,Slow-moving,Maintain,No,No
SKU-9DCE69,Hon Olson Stacker Stools,Furniture,West,WH-West,PrimeSource Direct,7,5,4,12,0.92,3.32,23,1018.0,Slow-moving,Maintain,No,No
SKU-9DD300,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Ontario,WH-Central,Atlas Wholesale,0,4,3,8,0.52,2.5,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9DEB8C,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Nunavut,WH-North,PrimeSource Direct,10,5,4,20,0.67,2.83,23,38.92,Slow-moving,Maintain,No,No
SKU-9DEB8C,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Ontario,WH-Central,Atlas Wholesale,15,5,4,14,0.81,3.12,23,62.44,Slow-moving,Maintain,No,No
SKU-9DEB8C,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,Prarie,WH-Central,NorthBridge Supply,31,4,3,13,0.48,2.4,22,123.92,Slow-moving,Excess Inventory,No,Yes
SKU-9DEB8C,Advantus Map Pennant Flags and Round Head Tacks,Office Supplies,West,WH-West,NorthBridge Supply,11,4,3,9,0.42,2.24,22,45.99,Slow-moving,Maintain,No,No
SKU-9E1EEF,Holmes HEPA Air Purifier,Office Supplies,Atlantic,WH-East,PrimeSource Direct,30,5,4,12,0.88,3.24,23,669.73,Slow-moving,Excess Inventory,No,Yes
SKU-9E1EEF,Holmes HEPA Air Purifier,Office Supplies,Nunavut,WH-North,PrimeSource Direct,5,6,5,14,1.06,3.57,24,108.93,Slow-moving,Restock Recommended,Yes,No
SKU-9E1EEF,Holmes HEPA Air Purifier,Office Supplies,Quebec,WH-East,Meridian Retail Co.,11,4,3,20,0.29,1.87,22,231.41,Slow-moving,Maintain,No,No
SKU-9E1EEF,Holmes HEPA Air Purifier,Office Supplies,West,WH-West,Atlas Wholesale,11,4,3,9,0.29,1.87,22,239.27,Slow-moving,Maintain,No,No
SKU-9E1EEF,Holmes HEPA Air Purifier,Office Supplies,Yukon,WH-North,Meridian Retail Co.,0,5,4,13,1.0,3.46,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9E7D8B,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Ontario,WH-Central,PrimeSource Direct,0,5,4,14,0.79,3.08,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9E7D8B,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Quebec,WH-East,Atlas Wholesale,27,5,4,16,0.79,3.08,23,3714.77,Slow-moving,Excess Inventory,No,Yes
SKU-9ED770,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Office Supplies,Atlantic,WH-East,PrimeSource Direct,5,6,5,20,0.92,3.32,24,334.38,Slow-moving,Restock Recommended,Yes,No
SKU-9ED770,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Office Supplies,Ontario,WH-Central,PrimeSource Direct,26,5,4,9,1.29,3.94,23,1652.12,Slow-moving,Excess Inventory,No,Yes
SKU-9ED770,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,24,4,3,21,0.12,1.22,22,1508.12,Slow-moving,Excess Inventory,No,Yes
SKU-9ED770,Fellowes Bankers Boxª Staxonsteel¨ Drawer File/Stacking System,Office Supplies,West,WH-West,Atlas Wholesale,30,10,8,21,2.48,5.45,28,1910.95,Slow-moving,Excess Inventory,No,Yes
SKU-9ED9EB,Eldon Portable Mobile Manager,Office Supplies,Northwest Territories,WH-West,PrimeSource Direct,0,4,3,5,0.17,1.41,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9ED9EB,Eldon Portable Mobile Manager,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,10,7,6,12,1.92,4.8,25,286.45,Slow-moving,Maintain,No,No
SKU-9ED9EB,Eldon Portable Mobile Manager,Office Supplies,West,WH-West,Meridian Retail Co.,1,5,4,13,0.81,3.12,23,28.35,Slow-moving,Restock Recommended,Yes,No
SKU-9ED9EB,Eldon Portable Mobile Manager,Office Supplies,Yukon,WH-North,NorthBridge Supply,31,6,5,16,1.29,3.94,24,882.99,Slow-moving,Excess Inventory,No,Yes
SKU-9EDE26,Xerox 1982,Office Supplies,Northwest Territories,WH-West,PrimeSource Direct,7,6,5,21,0.77,3.04,24,172.4,Slow-moving,Maintain,No,No
SKU-9EDE26,Xerox 1982,Office Supplies,Ontario,WH-Central,PrimeSource Direct,0,4,3,6,0.5,2.45,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9EDE26,Xerox 1982,Office Supplies,West,WH-West,NorthBridge Supply,30,6,5,21,0.92,3.32,24,672.73,Slow-moving,Excess Inventory,No,Yes
SKU-9F11A0,Accessory29,Technology,Northwest Territories,WH-West,Meridian Retail Co.,26,4,3,6,0.69,2.87,22,436.14,Slow-moving,Excess Inventory,No,Yes
SKU-9F11A0,Accessory29,Technology,Ontario,WH-Central,Meridian Retail Co.,4,4,3,12,0.04,1.0,22,71.28,Slow-moving,Restock Recommended,Yes,No
SKU-9F11A0,Accessory29,Technology,Prarie,WH-Central,Meridian Retail Co.,23,5,4,12,0.75,3.0,23,421.7,Slow-moving,Maintain,No,No
SKU-9F11A0,Accessory29,Technology,Quebec,WH-East,PrimeSource Direct,10,4,3,6,0.5,2.45,22,182.28,Slow-moving,Maintain,No,No
SKU-9F11A0,Accessory29,Technology,West,WH-West,Meridian Retail Co.,0,5,4,7,1.96,4.85,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9F1478,LX 677,Technology,Atlantic,WH-East,Meridian Retail Co.,8,6,5,21,0.85,3.2,24,749.62,Slow-moving,Maintain,No,No
SKU-9F1478,LX 677,Technology,Ontario,WH-Central,Atlas Wholesale,30,4,3,12,0.6,2.69,22,2917.97,Slow-moving,Excess Inventory,No,Yes
SKU-9F1478,LX 677,Technology,Prarie,WH-Central,PrimeSource Direct,0,7,6,19,1.21,3.81,25,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9F1478,LX 677,Technology,West,WH-West,Atlas Wholesale,0,4,3,7,0.56,2.6,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9F1478,LX 677,Technology,Yukon,WH-North,Meridian Retail Co.,0,5,4,7,1.69,4.5,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9F58F8,i270,Technology,Prarie,WH-Central,Atlas Wholesale,0,10,8,20,2.9,5.89,28,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9F58F8,i270,Technology,Yukon,WH-North,Meridian Retail Co.,22,5,4,8,1.04,3.54,23,1260.2,Slow-moving,Maintain,No,No
SKU-9F82E2,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Ontario,WH-Central,Atlas Wholesale,10,5,4,19,0.77,3.04,23,2526.44,Slow-moving,Maintain,No,No
SKU-9F82E2,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,West,WH-West,PrimeSource Direct,7,7,6,13,2.21,5.15,25,1676.25,Slow-moving,Restock Recommended,Yes,No
SKU-9F9EC4,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Ontario,WH-Central,PrimeSource Direct,11,4,3,21,0.31,1.94,22,56.04,Slow-moving,Maintain,No,No
SKU-9F9EC4,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Prarie,WH-Central,PrimeSource Direct,8,4,3,13,0.02,1.0,22,61.12,Slow-moving,Maintain,No,No
SKU-9F9EC4,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Quebec,WH-East,PrimeSource Direct,26,5,4,13,1.04,3.54,23,123.94,Slow-moving,Excess Inventory,No,Yes
SKU-9F9EC4,"TOPS Voice Message Log Book, Flash Format",Office Supplies,West,WH-West,Atlas Wholesale,6,6,5,19,1.04,3.54,24,28.92,Slow-moving,Restock Recommended,Yes,No
SKU-9F9EC4,"TOPS Voice Message Log Book, Flash Format",Office Supplies,Yukon,WH-North,Atlas Wholesale,25,4,3,5,0.6,2.69,22,130.25,Slow-moving,Excess Inventory,No,Yes
SKU-9FDD63,Satellite Sectional Post Binders,Office Supplies,Atlantic,WH-East,Atlas Wholesale,0,6,5,20,0.96,3.39,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9FDD63,Satellite Sectional Post Binders,Office Supplies,Northwest Territories,WH-West,PrimeSource Direct,21,4,3,14,0.17,1.41,22,892.0,Slow-moving,Maintain,No,No
SKU-9FDD63,Satellite Sectional Post Binders,Office Supplies,Prarie,WH-Central,Meridian Retail Co.,0,5,4,10,1.29,3.94,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-9FDD63,Satellite Sectional Post Binders,Office Supplies,Quebec,WH-East,PrimeSource Direct,12,4,3,11,0.06,1.0,22,535.6,Slow-moving,Maintain,No,No
SKU-A00B67,Bretford CR4500 Series Slim Rectangular Table,Furniture,Atlantic,WH-East,Meridian Retail Co.,14,6,5,21,0.9,3.28,24,3801.15,Slow-moving,Maintain,No,No
SKU-A00B67,Bretford CR4500 Series Slim Rectangular Table,Furniture,Ontario,WH-Central,Atlas Wholesale,5,4,3,9,0.48,2.4,22,1766.85,Slow-moving,Maintain,No,No
SKU-A00B67,Bretford CR4500 Series Slim Rectangular Table,Furniture,Prarie,WH-Central,Meridian Retail Co.,34,6,5,10,1.69,4.5,24,12072.67,Slow-moving,Excess Inventory,No,Yes
SKU-A00B67,Bretford CR4500 Series Slim Rectangular Table,Furniture,Quebec,WH-East,Atlas Wholesale,23,4,3,15,0.15,1.32,22,7961.48,Slow-moving,Excess Inventory,No,Yes
SKU-A00B67,Bretford CR4500 Series Slim Rectangular Table,Furniture,West,WH-West,Atlas Wholesale,12,7,6,13,2.27,5.22,25,4035.53,Slow-moving,Maintain,No,No
SKU-A00B67,Bretford CR4500 Series Slim Rectangular Table,Furniture,Yukon,WH-North,PrimeSource Direct,15,7,6,14,1.71,4.53,25,4313.02,Slow-moving,Maintain,No,No
SKU-A09D07,Avery 492,Office Supplies,Northwest Territories,WH-West,Atlas Wholesale,13,4,3,16,0.02,1.0,22,232.57,Slow-moving,Maintain,No,No
SKU-A09D07,Avery 492,Office Supplies,Ontario,WH-Central,Atlas Wholesale,18,4,3,14,0.56,2.6,22,52.96,Slow-moving,Maintain,No,No
SKU-A09D07,Avery 492,Office Supplies,West,WH-West,NorthBridge Supply,18,4,3,5,1.27,3.91,22,50.11,Slow-moving,Maintain,No,No
SKU-A0B170,Xerox 1961,Office Supplies,Atlantic,WH-East,Atlas Wholesale,2,5,4,18,0.62,2.74,23,10.96,Slow-moving,Restock Recommended,Yes,No
SKU-A0B170,Xerox 1961,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,5,4,3,13,0.27,1.8,22,29.54,Slow-moving,Maintain,No,No
SKU-A0B170,Xerox 1961,Office Supplies,Prarie,WH-Central,NorthBridge Supply,18,6,5,13,1.42,4.12,24,87.52,Slow-moving,Maintain,No,No
SKU-A0B170,Xerox 1961,Office Supplies,Quebec,WH-East,PrimeSource Direct,18,5,4,15,0.73,2.96,23,96.11,Slow-moving,Maintain,No,No
SKU-A0B170,Xerox 1961,Office Supplies,West,WH-West,Atlas Wholesale,32,4,3,11,0.71,2.92,22,176.52,Slow-moving,Excess Inventory,No,Yes
SKU-A0B226,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Northwest Territories,WH-West,Meridian Retail Co.,9,5,4,13,0.88,3.24,23,375.75,Slow-moving,Maintain,No,No
SKU-A0B226,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Ontario,WH-Central,Atlas Wholesale,33,7,6,15,1.83,4.69,25,1309.05,Slow-moving,Excess Inventory,No,Yes
SKU-A0B226,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Prarie,WH-Central,Atlas Wholesale,17,4,3,6,0.23,1.66,22,720.72,Slow-moving,Maintain,No,No
SKU-A0B226,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Quebec,WH-East,Atlas Wholesale,31,4,3,12,0.25,1.73,22,1296.86,Slow-moving,Excess Inventory,No,Yes
SKU-A0B226,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,West,WH-West,PrimeSource Direct,14,4,3,6,0.88,3.24,22,555.64,Slow-moving,Maintain,No,No
SKU-A0B226,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Yukon,WH-North,NorthBridge Supply,12,5,4,16,0.81,3.12,23,453.06,Slow-moving,Maintain,No,No
SKU-A0C825,Fellowes 17-key keypad for PS/2 interface,Technology,Atlantic,WH-East,PrimeSource Direct,0,5,4,20,0.73,2.96,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A0C825,Fellowes 17-key keypad for PS/2 interface,Technology,Northwest Territories,WH-West,PrimeSource Direct,4,6,5,18,0.92,3.32,24,118.02,Slow-moving,Restock Recommended,Yes,No
SKU-A0C825,Fellowes 17-key keypad for PS/2 interface,Technology,Ontario,WH-Central,Meridian Retail Co.,22,5,4,11,1.27,3.91,23,708.0,Slow-moving,Maintain,No,No
SKU-A0C825,Fellowes 17-key keypad for PS/2 interface,Technology,Prarie,WH-Central,PrimeSource Direct,11,6,5,15,1.04,3.54,24,338.62,Slow-moving,Maintain,No,No
SKU-A0C825,Fellowes 17-key keypad for PS/2 interface,Technology,West,WH-West,PrimeSource Direct,0,5,4,5,1.75,4.58,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A0C825,Fellowes 17-key keypad for PS/2 interface,Technology,Yukon,WH-North,Meridian Retail Co.,21,4,3,16,0.42,2.24,22,668.89,Slow-moving,Maintain,No,No
SKU-A1289B,Xerox 1948,Office Supplies,Ontario,WH-Central,Atlas Wholesale,10,7,6,10,2.42,5.39,25,103.15,Slow-moving,Maintain,No,No
SKU-A14963,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Ontario,WH-Central,PrimeSource Direct,10,5,4,16,0.71,2.92,23,141.13,Slow-moving,Maintain,No,No
SKU-A14963,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Prarie,WH-Central,Atlas Wholesale,21,6,5,5,3.38,6.36,24,291.98,Medium-moving,Maintain,No,No
SKU-A14963,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Quebec,WH-East,NorthBridge Supply,0,4,3,17,0.04,1.0,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A14963,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,West,WH-West,Atlas Wholesale,29,4,3,21,0.29,1.87,22,375.94,Slow-moving,Excess Inventory,No,Yes
SKU-A1C2D6,Okidata ML390 Turbo Dot Matrix Printers,Technology,Northwest Territories,WH-West,Atlas Wholesale,13,4,3,6,0.71,2.92,22,6145.57,Slow-moving,Maintain,No,No
SKU-A1C2D6,Okidata ML390 Turbo Dot Matrix Printers,Technology,Ontario,WH-Central,NorthBridge Supply,0,4,3,14,0.42,2.24,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A1C2D6,Okidata ML390 Turbo Dot Matrix Printers,Technology,Prarie,WH-Central,Meridian Retail Co.,0,4,3,7,0.23,1.66,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A1C2D6,Okidata ML390 Turbo Dot Matrix Printers,Technology,West,WH-West,Atlas Wholesale,2,8,6,21,1.46,4.18,26,905.76,Slow-moving,Restock Recommended,Yes,No
SKU-A1C2D6,Okidata ML390 Turbo Dot Matrix Printers,Technology,Yukon,WH-North,PrimeSource Direct,21,5,4,11,0.98,3.43,23,9054.67,Slow-moving,Maintain,No,No
SKU-A24560,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Prarie,WH-Central,PrimeSource Direct,4,6,5,19,1.02,3.5,24,20.48,Slow-moving,Restock Recommended,Yes,No
SKU-A24560,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Quebec,WH-East,PrimeSource Direct,29,4,3,7,1.02,3.5,22,157.61,Slow-moving,Excess Inventory,No,Yes
SKU-A24560,"DAX Value U-Channel Document Frames, Easel Back",Furniture,West,WH-West,NorthBridge Supply,22,6,5,19,0.98,3.43,24,119.67,Slow-moving,Maintain,No,No
SKU-A24844,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Atlantic,WH-East,Atlas Wholesale,0,4,3,17,0.23,1.66,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A24844,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Ontario,WH-Central,Atlas Wholesale,13,4,3,5,0.38,2.12,22,633.85,Slow-moving,Maintain,No,No
SKU-A24844,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Prarie,WH-Central,PrimeSource Direct,8,5,4,9,0.98,3.43,23,366.0,Slow-moving,Maintain,No,No
SKU-A24844,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Quebec,WH-East,PrimeSource Direct,7,6,5,19,1.02,3.5,24,338.11,Slow-moving,Maintain,No,No
SKU-A2490B,Novimex High-Tech Fabric Mesh Task Chair,Furniture,West,WH-West,Meridian Retail Co.,2,4,3,9,0.35,2.06,22,142.44,Slow-moving,Restock Recommended,Yes,No
SKU-A24CDD,Newell 308,Office Supplies,Prarie,WH-Central,NorthBridge Supply,0,6,5,14,1.52,4.27,24,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A24CDD,Newell 308,Office Supplies,Yukon,WH-North,PrimeSource Direct,0,4,3,9,0.23,1.66,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A2BBA2,Deluxe Rollaway Locking File with Drawer,Office Supplies,Atlantic,WH-East,Meridian Retail Co.,6,4,3,15,0.08,1.0,22,2491.29,Slow-moving,Maintain,No,No
SKU-A2BBA2,Deluxe Rollaway Locking File with Drawer,Office Supplies,Northwest Territories,WH-West,Meridian Retail Co.,10,4,3,14,0.08,1.0,22,4000.35,Slow-moving,Maintain,No,No
SKU-A2BBA2,Deluxe Rollaway Locking File with Drawer,Office Supplies,Ontario,WH-Central,Meridian Retail Co.,0,4,3,11,0.44,2.29,22,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A2BBA2,Deluxe Rollaway Locking File with Drawer,Office Supplies,Quebec,WH-East,NorthBridge Supply,17,4,3,19,0.08,1.0,22,6926.44,Slow-moving,Maintain,No,No
SKU-A2BBA2,Deluxe Rollaway Locking File with Drawer,Office Supplies,West,WH-West,Atlas Wholesale,8,6,5,19,1.12,3.67,24,3213.06,Slow-moving,Maintain,No,No
SKU-A31DBE,Hon 5100 Series Wood Tables,Furniture,Atlantic,WH-East,Meridian Retail Co.,18,4,3,6,0.48,2.4,22,5238.22,Slow-moving,Maintain,No,No
SKU-A31DBE,Hon 5100 Series Wood Tables,Furniture,Ontario,WH-Central,NorthBridge Supply,30,4,3,11,0.29,1.87,22,8266.2,Slow-moving,Excess Inventory,No,Yes
SKU-A333F0,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Ontario,WH-Central,NorthBridge Supply,30,6,5,7,2.52,5.5,24,1023.69,Slow-moving,Excess Inventory,No,Yes
SKU-A333F0,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Prarie,WH-Central,Atlas Wholesale,1,5,4,10,1.27,3.91,23,35.89,Slow-moving,Restock Recommended,Yes,No
SKU-A333F0,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Quebec,WH-East,Atlas Wholesale,14,5,4,16,0.92,3.32,23,481.17,Slow-moving,Maintain,No,No
SKU-A333F0,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,West,WH-West,PrimeSource Direct,0,5,4,11,1.12,3.67,23,0.0,Slow-moving,Restock Recommended,Yes,No
SKU-A333F0,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Yukon,WH-North,Atlas Wholesale,1,5,4,20,0.42,2.24,23,32.72,Slow-moving,Restock Recommended,Yes,No
SKU-A35478,Polycom ViewStationª ISDN Videoconferencing Unit,Technology,Atlantic,WH-East,Atlas Wholesale,19,4,3,5,0.27,1.8,22,130166.15,Slow-moving,Maintain,No,No
SKU-A35478,Polycom ViewStationª ISDN Videoconferencing Unit,Technology,Prarie,WH-Central,NorthBridge Supply,12,4,3,8,0.17,1.41,22,62014.82,Slow-moving,Maintain,No,No
SKU-A35478,Polycom ViewStationª ISDN Videoconferencing Unit,Technology,Quebec,WH-East,Meridian Retail Co.,12,4,3,18,0.15,1.32,22,78726.45,Slow-moving,Maintain,No,No
